name,datetime,tempmax,tempmin,temp,humidity
India,25-10-2023,30,17.9,24.1,57.9
India,26-10-2023,31,18.1,24.2,54.5
India,27-10-2023,30.8,17,23.7,52.2
India,28-10-2023,31.5,17.2,24.1,52.3
India,29-10-2023,32.4,18,24.2,56.6
India,30-10-2023,32.4,18.7,25.1,58.4
India,31-10-2023,31.6,19.5,24.8,67.1
India,01-11-2023,31,18,24.2,64.5
India,02-11-2023,29.6,18.5,23.5,71.9
India,03-11-2023,29.2,18.6,22.8,72.3
India,04-11-2023,28.5,18.4,22.7,75.8
India,05-11-2023,31,18,23.3,70.8
India,06-11-2023,30.4,16,22.6,64.9
India,07-11-2023,30.9,16.7,23.3,63.5
India,08-11-2023,30,17.3,23.4,66.1
India,09-11-2023,30,17.2,23.4,66.4
India,10-11-2023,22,18,20.3,84.5
India,11-11-2023,25.5,15.7,19.8,76
India,12-11-2023,26.1,14,19.8,72.6
India,13-11-2023,26.8,14.3,19.7,74.3
India,14-11-2023,25.4,14.4,19.4,70.6
India,15-11-2023,26.5,13.1,19.1,70.2
India,16-11-2023,26.4,13.7,19.1,76.1
India,17-11-2023,27.4,14,20.1,73.2
India,18-11-2023,27.2,15,20.6,68.9
India,19-11-2023,26,14.3,19.9,68.1
India,20-11-2023,25.8,14,19.3,72.7
India,21-11-2023,25.5,13.6,18.8,70.9
India,22-11-2023,25,13,17.8,67.8
India,23-11-2023,26,11.4,18.2,68.6
India,24-11-2023,26.1,12,18.3,70.1
India,25-11-2023,25,12.5,18.1,69.8
India,26-11-2023,25.6,13.1,19.4,67.3
India,27-11-2023,23.3,15.5,18.5,75.1
India,28-11-2023,20,15.6,17.7,86.9
India,29-11-2023,24.7,14,18.5,81
India,30-11-2023,24.3,15,19.1,82.6
India,01-12-2023,24.6,14.7,19.5,82.6
India,02-12-2023,23.7,14,17.9,83.6
India,03-12-2023,25.1,12.4,18.4,75.1
India,04-12-2023,24.2,16,19.4,71.6
India,05-12-2023,24.1,13.6,17.9,69.5
India,06-12-2023,24.7,11.2,16.9,72.7
India,07-12-2023,23.7,11.6,16.7,75.5
India,08-12-2023,25,11.7,17.4,69.8
India,09-12-2023,24.5,10.8,16.9,69.5
India,10-12-2023,22.5,10,15.6,68.7
India,11-12-2023,23.4,9.1,15.4,67.8
India,12-12-2023,23.7,9,15.9,72.3
India,13-12-2023,23.7,9.3,16.2,69.7
India,14-12-2023,23,8.4,15.3,65.5
India,15-12-2023,23.9,7.8,15,66.2
India,16-12-2023,23.6,7.8,14.6,68
India,17-12-2023,23.6,8,15.8,64.4
India,18-12-2023,21.5,8.7,14.6,71.5
India,19-12-2023,22.1,8,14.5,64.9
India,20-12-2023,21,8.4,14.2,68.7
India,21-12-2023,22,8,14.3,75.2
India,22-12-2023,21.9,8,14.3,76.1
India,23-12-2023,23,11.8,16.1,75.2
India,24-12-2023,23.7,9.9,16,77.6
India,25-12-2023,22,11,14.8,81.7
India,26-12-2023,21,8,14,85.1
India,27-12-2023,19.6,10.3,13,91.9
India,28-12-2023,19.5,9.3,12.8,91
India,29-12-2023,18.6,12,13.8,93.9
India,30-12-2023,19.4,12.8,14.6,90
India,31-12-2023,16,11.5,13.3,87
